pr_number,title,repository,repository_full,state,author,created_at,updated_at,closed_at,comments_count,labels,label_count,days_open,url,body_length,year_month,year,month,quarter,is_merged,is_closed,is_open
1378,feat: remove custom content tag from measures in mart_uncategorised_invoice_rows,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-12-24 10:55:53+00:00,2024-12-27 21:13:26+00:00,2024-12-27 21:13:25+00:00,0,"views, vgo_finance",2,3,https://github.com/vinted/dataverse-vintedgo-looker/pull/1378,0,2024-12,2024,12,Q4 2024,True,False,False
3248,feat: add measures to dbt yaml for: mart_unmatched_invoice_rows,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-12-24 11:00:27+00:00,2024-12-27 21:42:30+00:00,2024-12-27 21:40:47+00:00,2,vgo_finance,1,3,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3248,0,2024-12,2024,12,Q4 2024,True,False,False
1379,feat: remove custom content tag from measures in mart_unmatched_invoice_rows,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-12-24 11:00:34+00:00,2024-12-27 21:20:50+00:00,2024-12-27 21:20:49+00:00,0,"views, vgo_finance",2,3,https://github.com/vinted/dataverse-vintedgo-looker/pull/1379,1,2024-12,2024,12,Q4 2024,True,False,False
1381,feat: remove custom content tag from measures in mart_vgo_finance_unmatched_price_list_test_failures,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-12-24 11:13:53+00:00,2024-12-27 21:55:28+00:00,2024-12-27 21:55:27+00:00,0,"views, vgo_finance",2,3,https://github.com/vinted/dataverse-vintedgo-looker/pull/1381,0,2024-12,2024,12,Q4 2024,True,False,False
3249,feat: add measures to dbt yaml for: mart_vgo_finance_unmatched_price_list_test_failures,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-12-24 11:14:09+00:00,2024-12-27 22:11:01+00:00,2024-12-27 22:09:36+00:00,2,vgo_finance,1,3,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3249,0,2024-12,2024,12,Q4 2024,True,False,False
3252,chore: change time of vgo_finance_test_highfreq_lowimpact DAG run,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-12-27 08:15:23+00:00,2024-12-27 11:23:02+00:00,2024-12-27 11:21:38+00:00,2,"vgo_finance, DAGs",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3252,482,2024-12,2024,12,Q4 2024,True,False,False
42,fix: easypost ingestor files,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2024-12-27 10:13:16+00:00,2024-12-27 11:11:05+00:00,2024-12-27 11:08:39+00:00,6,,0,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/42,281,2024-12,2024,12,Q4 2024,True,False,False
3256,chore: change names to remove dash in reporting route mapping,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-12-27 12:55:41+00:00,2024-12-27 15:03:14+00:00,2024-12-27 15:01:43+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3256,5322,2024-12,2024,12,Q4 2024,True,False,False
3259,fix: add measure for sum_count_fallback_price,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-12-27 22:30:00+00:00,2024-12-30 08:18:13+00:00,2024-12-30 08:16:18+00:00,2,vgo_finance,1,2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3259,39,2024-12,2024,12,Q4 2024,True,False,False
43,chore: adjust waiting time between tasks,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2024-12-30 11:18:46+00:00,2024-12-30 11:59:53+00:00,2024-12-30 11:57:44+00:00,6,,0,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/43,579,2024-12,2024,12,Q4 2024,True,False,False
3264,feat: add reporting adjustment columns to mart_d2c_invoice_cost_and_revenue,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-12-30 12:05:14+00:00,2024-12-30 13:13:06+00:00,2024-12-30 13:11:26+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3264,4765,2024-12,2024,12,Q4 2024,True,False,False
3265,feat: test on delivery_type_code in dim_prep_shipment_legs_information,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-12-30 13:23:43+00:00,2024-12-30 14:28:30+00:00,2024-12-30 14:26:22+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3265,5289,2024-12,2024,12,Q4 2024,True,False,False
3268,feat: add tests on invoice from/to country for alfred24,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,closed,jeremychia,2024-12-30 14:21:53+00:00,2024-12-30 15:56:46+00:00,2024-12-30 15:56:45+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3268,4968,2024-12,2024,12,Q4 2024,False,True,False
3269,feat: add tests on invoice from/to country for boxnow-hr,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,closed,jeremychia,2024-12-30 14:34:30+00:00,2024-12-30 15:56:58+00:00,2024-12-30 15:56:57+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3269,4972,2024-12,2024,12,Q4 2024,False,True,False
3270,chore: include one more keyword for cleaning (RELAY-UK),dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-12-30 16:09:43+00:00,2024-12-30 17:07:51+00:00,2024-12-30 17:06:16+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3270,4723,2024-12,2024,12,Q4 2024,True,False,False
3271,refactor: make clearer source of columns in fct_invoice_rows,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-12-30 16:42:52+00:00,2024-12-30 17:19:10+00:00,2024-12-30 17:17:22+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3271,4625,2024-12,2024,12,Q4 2024,True,False,False
3272,refactor: use dim_prep_shipment_legs_information as source for dim_prep_shipment_carrier_legs_joining_keys,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-12-30 17:21:57+00:00,2024-12-31 08:40:34+00:00,2024-12-31 08:39:00+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3272,4534,2024-12,2024,12,Q4 2024,True,False,False
3275,feat: check carrier_contract_prices_continuous_weights more frequently,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-12-31 08:56:10+00:00,2024-12-31 09:18:47+00:00,2024-12-31 09:17:11+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3275,91,2024-12,2024,12,Q4 2024,True,False,False
3276,feat: mapping reporting carrier code for unmatched invoice rows,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-12-31 09:25:36+00:00,2025-01-06 08:19:42+00:00,2025-01-06 08:18:06+00:00,2,vgo_finance,1,5,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3276,4559,2024-12,2024,12,Q4 2024,True,False,False
3301,feat: enable check_model_ownership,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,closed,jeremychia,2025-01-06 08:11:04+00:00,2025-01-08 17:16:59+00:00,2025-01-08 17:16:59+00:00,1,,0,2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3301,4940,2025-01,2025,1,Q1 2025,False,True,False
3352,chore: comment out accepted_values_stg_google_sheets__carrier_contract_prices_service_type,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-10 08:40:46+00:00,2025-01-10 09:08:50+00:00,2025-01-10 09:07:09+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3352,304,2025-01,2025,1,Q1 2025,True,False,False
3253,chore: remove shipping_loss_profit_new,lookml,vinted/lookml,merged,jeremychia,2025-01-10 10:27:16+00:00,2025-01-13 10:35:45+00:00,2025-01-13 10:35:44+00:00,0,,0,3,https://github.com/vinted/lookml/pull/3253,184,2025-01,2025,1,Q1 2025,True,False,False
3355,chore: retail invoice deduplication removal,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-10 11:33:14+00:00,2025-01-10 11:59:09+00:00,2025-01-10 11:59:08+00:00,0,vgo_d2c,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3355,5184,2025-01,2025,1,Q1 2025,True,False,False
3363,fix: deduplication for time tracking users,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-13 06:03:05+00:00,2025-01-13 09:43:16+00:00,2025-01-13 09:41:51+00:00,2,"vgo_hvf, docs",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3363,5558,2025-01,2025,1,Q1 2025,True,False,False
3364,"feat: new patterns for inbound_label (slovak-post-sk, inpost-locker-pl)",dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-13 08:34:50+00:00,2025-01-13 09:34:40+00:00,2025-01-13 09:33:04+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3364,8042,2025-01,2025,1,Q1 2025,True,False,False
3365,fix: adjustments for time horizon in dim_reporting_route_mapping_by_month,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-13 10:49:36+00:00,2025-01-13 12:00:59+00:00,2025-01-13 11:59:31+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3365,4603,2025-01,2025,1,Q1 2025,True,False,False
3366,feat: add count distincts on IDs on exposed marts,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-13 10:59:54+00:00,2025-01-13 12:11:32+00:00,2025-01-13 12:10:02+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3366,4476,2025-01,2025,1,Q1 2025,True,False,False
3368,feat: add not null test for depo,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,closed,jeremychia,2025-01-13 12:04:53+00:00,2025-01-13 12:15:25+00:00,2025-01-13 12:15:24+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3368,4479,2025-01,2025,1,Q1 2025,False,True,False
3378,fix: safe_cast user_id on stg_lake_hub_time_tracking__hub_timestamps,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-14 02:48:54+00:00,2025-01-14 08:47:31+00:00,2025-01-14 08:46:06+00:00,2,vgo_hvf,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3378,5679,2025-01,2025,1,Q1 2025,True,False,False
3257,chore: deprecate bq invoices on looker,lookml,vinted/lookml,merged,jeremychia,2025-01-14 06:23:10+00:00,2025-01-14 07:20:16+00:00,2025-01-14 07:20:14+00:00,0,,0,0,https://github.com/vinted/lookml/pull/3257,270,2025-01,2025,1,Q1 2025,True,False,False
44,feat: add aleksey.yalovega to alerts for easypost ingestor,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2025-01-14 09:37:44+00:00,2025-01-15 07:35:49+00:00,2025-01-15 07:33:49+00:00,6,,0,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/44,0,2025-01,2025,1,Q1 2025,True,False,False
3398,fix: factor in that transfers can fail in dhl-de integration,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-15 06:49:54+00:00,2025-01-15 07:13:24+00:00,2025-01-15 07:11:39+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3398,5302,2025-01,2025,1,Q1 2025,True,False,False
3400,feat: add transaction id to fct invoice rows,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-15 08:05:54+00:00,2025-01-15 09:15:45+00:00,2025-01-15 09:14:09+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3400,5060,2025-01,2025,1,Q1 2025,True,False,False
2266,fix: typecasting for booleans in item_transactions_attribution,dataverse-marketplace-looker,vinted/dataverse-marketplace-looker,merged,jeremychia,2025-01-15 08:43:50+00:00,2025-01-15 08:47:56+00:00,2025-01-15 08:47:55+00:00,0,"views, buyer",2,0,https://github.com/vinted/dataverse-marketplace-looker/pull/2266,623,2025-01,2025,1,Q1 2025,True,False,False
2267,chore: remove custom content for item_transactions_attribution,dataverse-marketplace-looker,vinted/dataverse-marketplace-looker,merged,jeremychia,2025-01-15 08:53:38+00:00,2025-01-15 09:09:45+00:00,2025-01-15 09:09:44+00:00,0,"views, buyer",2,0,https://github.com/vinted/dataverse-marketplace-looker/pull/2267,81,2025-01,2025,1,Q1 2025,True,False,False
1519,chore: move vinted_go_bigquery_usage_cost_metrics to billing_bigquery (remove from vgo-observability),dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2025-01-15 12:02:34+00:00,2025-01-15 12:13:40+00:00,2025-01-15 12:13:39+00:00,0,,0,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/1519,488,2025-01,2025,1,Q1 2025,True,False,False
389,chore: move vinted_go_bigquery_usage_cost_metrics to billing_bigquery,dataverse-groupfunctions-looker,vinted/dataverse-groupfunctions-looker,merged,jeremychia,2025-01-15 12:02:43+00:00,2025-01-15 12:09:29+00:00,2025-01-15 12:09:28+00:00,0,,0,0,https://github.com/vinted/dataverse-groupfunctions-looker/pull/389,215,2025-01,2025,1,Q1 2025,True,False,False
3412,chore: change to safe_divide instead of using `/` operator for purchase price validation,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-16 06:51:44+00:00,2025-01-16 08:05:11+00:00,2025-01-16 08:03:41+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3412,4762,2025-01,2025,1,Q1 2025,True,False,False
3413,feat: add required partition filters for bigger vgo_finance models,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-16 09:22:46+00:00,2025-05-22 12:48:54+00:00,2025-05-22 12:48:53+00:00,5,vgo_finance,1,126,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3413,5147,2025-01,2025,1,Q1 2025,True,False,False
16011,fix: transaction_id is ambiguous (retain original logic in BQInvoices),warehouse-jobs,vinted/warehouse-jobs,merged,jeremychia,2025-01-16 09:44:21+00:00,2025-01-16 11:32:14+00:00,2025-01-16 11:32:13+00:00,2,,0,0,https://github.com/vinted/warehouse-jobs/pull/16011,677,2025-01,2025,1,Q1 2025,True,False,False
3420,feat: expose fct_no_spec_file_invoice_rows to looker,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-16 12:51:03+00:00,2025-01-16 13:28:51+00:00,2025-01-16 13:27:23+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3420,4533,2025-01,2025,1,Q1 2025,True,False,False
3421,refactor: change materialisation to view for underutilised tables,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,closed,jeremychia,2025-01-16 13:01:57+00:00,2025-04-22 07:09:53+00:00,2025-04-22 07:09:53+00:00,5,vgo_finance,1,95,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3421,5334,2025-01,2025,1,Q1 2025,False,True,False
3423,fix: docs for _row_source in fct_no_spec_file_invoice_rows,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-16 13:46:34+00:00,2025-01-16 14:10:17+00:00,2025-01-16 14:08:28+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3423,199,2025-01,2025,1,Q1 2025,True,False,False
6,feat: new source for wise hkd,personal-finances-dbt,jeremychia/personal-finances-dbt,merged,jeremychia,2025-01-23 03:40:30+00:00,2025-01-23 03:53:11+00:00,2025-01-23 03:53:09+00:00,0,,0,0,https://github.com/jeremychia/personal-finances-dbt/pull/6,202,2025-01,2025,1,Q1 2025,True,False,False
3477,feat: add responsible spm column to price lists,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-23 06:41:00+00:00,2025-01-23 07:26:45+00:00,2025-01-23 07:25:16+00:00,2,"vgo_finance, docs",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3477,5602,2025-01,2025,1,Q1 2025,True,False,False
1559,feat: add filter for reponsible SPM,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2025-01-23 09:07:04+00:00,2025-01-23 09:54:37+00:00,2025-01-23 09:54:36+00:00,0,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/1559,217,2025-01,2025,1,Q1 2025,True,False,False
3487,fix: investigate and resolve duplicate shipment carrier leg ids causing database errors,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-24 07:12:19+00:00,2025-01-24 08:20:47+00:00,2025-01-24 08:19:15+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3487,5335,2025-01,2025,1,Q1 2025,True,False,False
3488,chore: raise error threshold for null carrier code test in shipment legs information,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-24 08:18:32+00:00,2025-01-24 08:54:32+00:00,2025-01-24 08:53:01+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3488,4593,2025-01,2025,1,Q1 2025,True,False,False
3489,feat: stage external sources as part of daily DAG,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-24 09:08:50+00:00,2025-01-24 12:16:48+00:00,2025-01-24 12:15:19+00:00,2,"vgo_carrier, DAGs",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3489,4566,2025-01,2025,1,Q1 2025,True,False,False
3492,feat: use marketplace routes for mapping instead of seed,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-24 10:19:13+00:00,2025-01-24 12:04:41+00:00,2025-01-24 12:03:09+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3492,4969,2025-01,2025,1,Q1 2025,True,False,False
16056,chore: change to weekly imports only (invoice rows & no details),warehouse-jobs,vinted/warehouse-jobs,merged,jeremychia,2025-01-24 12:21:39+00:00,2025-01-27 09:41:11+00:00,2025-01-27 09:41:10+00:00,0,,0,2,https://github.com/vinted/warehouse-jobs/pull/16056,643,2025-01,2025,1,Q1 2025,True,False,False
451,feat: remove filter on dates for dim_marketplace_shipment_routes,dataverse-finance,vinted/dataverse-finance,merged,jeremychia,2025-01-24 13:16:45+00:00,2025-01-24 13:33:38+00:00,2025-01-24 13:28:04+00:00,7,,0,0,https://github.com/vinted/dataverse-finance/pull/451,0,2025-01,2025,1,Q1 2025,True,False,False
3500,feat: include more rows (filter to consider customer invoice month),dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-24 13:31:04+00:00,2025-01-24 14:03:28+00:00,2025-01-24 14:01:56+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3500,4571,2025-01,2025,1,Q1 2025,True,False,False
1,feat: deduplication of data,singapore-real-estate-agents,jeremychia/singapore-real-estate-agents,merged,jeremychia,2025-01-25 02:37:27+00:00,2025-01-26 05:48:52+00:00,2025-01-25 02:44:03+00:00,0,,0,0,https://github.com/jeremychia/singapore-real-estate-agents/pull/1,288,2025-01,2025,1,Q1 2025,True,False,False
2,feat: agents deduplication,singapore-real-estate-agents,jeremychia/singapore-real-estate-agents,merged,jeremychia,2025-01-25 03:31:52+00:00,2025-01-26 05:48:51+00:00,2025-01-25 03:33:29+00:00,0,,0,0,https://github.com/jeremychia/singapore-real-estate-agents/pull/2,93,2025-01,2025,1,Q1 2025,True,False,False
3,fix: change headers + add retry to scrape mobile number,singapore-real-estate-agents,jeremychia/singapore-real-estate-agents,merged,jeremychia,2025-01-25 04:01:43+00:00,2025-01-26 05:48:50+00:00,2025-01-25 04:05:27+00:00,0,,0,0,https://github.com/jeremychia/singapore-real-estate-agents/pull/3,146,2025-01,2025,1,Q1 2025,True,False,False
4,feat: handle different agencies by agents,singapore-real-estate-agents,jeremychia/singapore-real-estate-agents,merged,jeremychia,2025-01-25 16:36:54+00:00,2025-01-26 05:48:50+00:00,2025-01-26 04:43:15+00:00,0,,0,0,https://github.com/jeremychia/singapore-real-estate-agents/pull/4,139,2025-01,2025,1,Q1 2025,True,False,False
5,docs: mart_agent and mart_property_transactions,singapore-real-estate-agents,jeremychia/singapore-real-estate-agents,merged,jeremychia,2025-01-26 05:46:31+00:00,2025-01-26 05:48:30+00:00,2025-01-26 05:48:25+00:00,0,,0,0,https://github.com/jeremychia/singapore-real-estate-agents/pull/5,597,2025-01,2025,1,Q1 2025,True,False,False
6,fix: null agencies,singapore-real-estate-agents,jeremychia/singapore-real-estate-agents,merged,jeremychia,2025-01-26 13:48:07+00:00,2025-01-26 13:48:26+00:00,2025-01-26 13:48:26+00:00,0,,0,0,https://github.com/jeremychia/singapore-real-estate-agents/pull/6,241,2025-01,2025,1,Q1 2025,True,False,False
3507,chore: raise threshold for null carrier codes,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-27 08:06:24+00:00,2025-01-27 08:40:12+00:00,2025-01-27 08:38:43+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3507,4692,2025-01,2025,1,Q1 2025,True,False,False
1581,chore: update table to show Marketplace rates by default,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2025-01-27 08:15:00+00:00,2025-01-27 08:20:12+00:00,2025-01-27 08:20:11+00:00,0,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/1581,218,2025-01,2025,1,Q1 2025,True,False,False
3513,feat: adjust ups invoice date calculation logic,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-27 13:38:09+00:00,2025-01-28 08:19:44+00:00,2025-01-28 08:18:17+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3513,6079,2025-01,2025,1,Q1 2025,True,False,False
7,"chore: migrate to new PROJECT_ID = ""singapore-real-estate-agents""",singapore-real-estate-agents,jeremychia/singapore-real-estate-agents,merged,jeremychia,2025-01-28 04:47:59+00:00,2025-01-28 04:48:05+00:00,2025-01-28 04:48:04+00:00,0,,0,0,https://github.com/jeremychia/singapore-real-estate-agents/pull/7,0,2025-01,2025,1,Q1 2025,True,False,False
3517,feat: add YODEL-UK-HOME2HOME to seed for carrier codes,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-01-28 07:39:52+00:00,2025-01-28 08:33:09+00:00,2025-01-28 08:31:31+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3517,5375,2025-01,2025,1,Q1 2025,True,False,False
8,feat: integrate data source from data.gov.sg,singapore-real-estate-agents,jeremychia/singapore-real-estate-agents,merged,jeremychia,2025-01-29 13:32:41+00:00,2025-01-29 13:33:06+00:00,2025-01-29 13:33:06+00:00,0,,0,0,https://github.com/jeremychia/singapore-real-estate-agents/pull/8,450,2025-01,2025,1,Q1 2025,True,False,False
9,chore: change agent downloading logic,singapore-real-estate-agents,jeremychia/singapore-real-estate-agents,merged,jeremychia,2025-01-29 14:34:54+00:00,2025-03-01 11:15:40+00:00,2025-03-01 11:15:40+00:00,0,,0,30,https://github.com/jeremychia/singapore-real-estate-agents/pull/9,100,2025-01,2025,1,Q1 2025,True,False,False
3572,fix: append missing month's values in existing shipping routes,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-02-01 08:58:58+00:00,2025-02-01 09:47:29+00:00,2025-02-01 09:45:48+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3572,4934,2025-02,2025,2,Q1 2025,True,False,False
3573,fix: mistake in matching method,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-02-01 09:07:13+00:00,2025-02-01 09:32:26+00:00,2025-02-01 09:30:39+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3573,110,2025-02,2025,2,Q1 2025,True,False,False
4,refactor: raw data to SCD,singapore-government-directory,jeremychia/singapore-government-directory,merged,jeremychia,2025-02-28 11:23:16+00:00,2025-02-28 11:24:59+00:00,2025-02-28 11:24:59+00:00,0,,0,0,https://github.com/jeremychia/singapore-government-directory/pull/4,212,2025-02,2025,2,Q1 2025,True,False,False
3830,chore: update D2C alert tags (include @kimjunn),dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-03-03 12:10:11+00:00,2025-03-03 12:31:02+00:00,2025-03-03 12:31:01+00:00,0,"vgo_d2c, scheduler",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3830,192,2025-03,2025,3,Q1 2025,True,False,False
3838,fix: add is_open_network_shipment to mart_vcarrier_parcel_journey_tracking_daily_overview for documentation,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-03-04 08:12:42+00:00,2025-03-04 08:39:37+00:00,2025-03-04 08:39:36+00:00,0,vgo_carrier,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3838,751,2025-03,2025,3,Q1 2025,True,False,False
3850,chore: filtering condition for accepted value test on invoice review main,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-03-05 07:05:13+00:00,2025-03-05 07:28:55+00:00,2025-03-05 07:27:28+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3850,4811,2025-03,2025,3,Q1 2025,True,False,False
3855,"chore: add inbound_label code for pattern ""EM001%""",dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-03-05 11:05:42+00:00,2025-03-05 11:39:23+00:00,2025-03-05 11:38:04+00:00,2,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3855,4648,2025-03,2025,3,Q1 2025,True,False,False
3860,chore: retrigger lookml generator for vcarrier,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-03-05 14:00:56+00:00,2025-03-05 14:39:48+00:00,2025-03-05 14:39:47+00:00,0,vgo_carrier,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/3860,191,2025-03,2025,3,Q1 2025,True,False,False
42,chore: amend test for fact_speeches (addresses warnings),singapore-parliament-speeches-dbt,parleh-mate/singapore-parliament-speeches-dbt,merged,jeremychia,2025-03-05 21:19:44+00:00,2025-03-05 21:20:39+00:00,2025-03-05 21:20:38+00:00,0,,0,0,https://github.com/parleh-mate/singapore-parliament-speeches-dbt/pull/42,1451,2025-03,2025,3,Q1 2025,True,False,False
