pr_number,title,repository,repository_full,state,author,created_at,updated_at,closed_at,comments_count,labels,label_count,days_open,url,body_length,year_month,year,month,quarter,is_merged,is_closed,is_open
1826,chore: hide fields to make it consistent with looker for agg_invoice_rows_exceptions_by_date,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-06 11:13:51+00:00,2024-06-06 15:15:40+00:00,2024-06-06 15:13:37+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1826,4160,2024-06,2024,6,Q2 2024,True,False,False
14718,feat: backfill old data sources checkout api (attempt 2),warehouse-jobs,vinted/warehouse-jobs,closed,jeremychia,2024-06-06 12:25:09+00:00,2024-10-17 12:40:22+00:00,2024-10-17 12:40:05+00:00,3,,0,133,https://github.com/vinted/warehouse-jobs/pull/14718,1130,2024-06,2024,6,Q2 2024,False,True,False
1833,fix: there are US dates formats for DAO-DK invoices for uploads in 2024-06-06,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,closed,jeremychia,2024-06-07 07:29:52+00:00,2024-06-07 10:32:06+00:00,2024-06-07 10:32:05+00:00,4,"vgo_finance, do not merge",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1833,5087,2024-06,2024,6,Q2 2024,False,True,False
398,feat: labelers for looker repo,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-06-07 10:15:27+00:00,2024-06-10 07:57:23+00:00,2024-06-10 07:57:23+00:00,0,ci/cd,1,2,https://github.com/vinted/dataverse-vintedgo-looker/pull/398,216,2024-06,2024,6,Q2 2024,True,False,False
1839,chore: changes to align with looker PR for _union_unmatched_price_list_test_failures,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-07 14:46:30+00:00,2024-06-07 15:32:36+00:00,2024-06-07 15:30:58+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1839,4149,2024-06,2024,6,Q2 2024,True,False,False
1840,chore: changes to align with looker definition for mart_invoice_totals_verification,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-07 14:55:56+00:00,2024-06-07 15:46:12+00:00,2024-06-07 15:44:14+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1840,4149,2024-06,2024,6,Q2 2024,True,False,False
1,feat: add pipeline for downloading announcements from SGX,stock-exchange-reports,jeremychia/stock-exchange-reports,merged,jeremychia,2024-06-09 08:56:39+00:00,2024-06-09 15:55:08+00:00,2024-06-09 15:55:05+00:00,0,,0,0,https://github.com/jeremychia/stock-exchange-reports/pull/1,0,2024-06,2024,6,Q2 2024,True,False,False
1,feat: modelling sg sgx information,stock-exchange-reports-dbt,jeremychia/stock-exchange-reports-dbt,open,jeremychia,2024-06-09 19:11:12+00:00,2024-06-09 19:12:18+00:00,0001-01-01 00:00:00+00:00,0,,0,-739046,https://github.com/jeremychia/stock-exchange-reports-dbt/pull/1,125,2024-06,2024,6,Q2 2024,False,False,True
10,fix: adding versions to checkout api dag,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2024-06-10 11:21:53+00:00,2024-06-10 12:01:57+00:00,2024-06-10 12:00:14+00:00,1,,0,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/10,496,2024-06,2024,6,Q2 2024,True,False,False
11,fix: update bucket names for checkout docker,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2024-06-10 12:11:05+00:00,2024-06-10 12:44:53+00:00,2024-06-10 12:43:19+00:00,1,,0,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/11,882,2024-06,2024,6,Q2 2024,True,False,False
12,chore: correct repository for dag run,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2024-06-10 13:14:18+00:00,2024-06-12 09:05:12+00:00,2024-06-10 13:22:12+00:00,3,,0,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/12,31,2024-06,2024,6,Q2 2024,True,False,False
1850,feat: migrate VshipFinanceRetailInvoiceLines,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-10 14:58:00+00:00,2024-06-11 09:49:56+00:00,2024-06-11 09:48:19+00:00,3,"vgo_d2c, docs",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1850,4438,2024-06,2024,6,Q2 2024,True,False,False
412,fix: replace instances of uncategorised rows,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-06-10 16:11:04+00:00,2024-06-10 16:20:52+00:00,2024-06-10 16:20:52+00:00,0,"views, vgo_finance",2,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/412,523,2024-06,2024,6,Q2 2024,True,False,False
1860,feat: migrate `VshipCheckoutBalanceStatementReport`,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-11 12:27:14+00:00,2024-06-12 08:22:07+00:00,2024-06-12 08:20:34+00:00,3,"vgo_finance, docs",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1860,4498,2024-06,2024,6,Q2 2024,True,False,False
1867,feat: migrate `VshipCheckoutFinancialActionsReport`,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-11 15:09:32+00:00,2024-06-13 07:15:43+00:00,2024-06-12 15:04:39+00:00,5,"vgo_finance, vgo_d2c, docs, DAGs",4,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1867,5231,2024-06,2024,6,Q2 2024,True,False,False
1869,fix: typo in uri,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-12 06:31:16+00:00,2024-06-12 06:59:05+00:00,2024-06-12 06:57:28+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1869,5512,2024-06,2024,6,Q2 2024,True,False,False
427,feat: add measures for new dimensions in mart_carrier_invoices_totals,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-06-12 08:33:02+00:00,2024-06-12 08:36:40+00:00,2024-06-12 08:36:40+00:00,0,"views, vgo_finance",2,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/427,1417,2024-06,2024,6,Q2 2024,True,False,False
1884,fix: d2c dag,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-13 05:52:37+00:00,2024-06-13 06:05:49+00:00,2024-06-13 06:03:57+00:00,3,"vgo_d2c, DAGs",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1884,4230,2024-06,2024,6,Q2 2024,True,False,False
436,chore: add custom content so field will not be removed,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-06-13 07:44:17+00:00,2024-06-13 08:47:42+00:00,2024-06-13 08:47:41+00:00,0,"views, vgo_d2c",2,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/436,132,2024-06,2024,6,Q2 2024,True,False,False
2902,fix: remove prediction_errors_point_hider,lookml,vinted/lookml,merged,jeremychia,2024-06-13 08:09:07+00:00,2024-06-13 08:10:45+00:00,2024-06-13 08:10:45+00:00,0,,0,0,https://github.com/vinted/lookml/pull/2902,0,2024-06,2024,6,Q2 2024,True,False,False
1892,fix: schema mismatch mart_historic_shipment_legs_revenue_recognition,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-13 13:15:11+00:00,2024-06-13 13:52:34+00:00,2024-06-13 13:50:37+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1892,7641,2024-06,2024,6,Q2 2024,True,False,False
443,feat: add links to mart_exposed_looker_tables,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-06-13 14:36:20+00:00,2024-06-18 13:03:35+00:00,2024-06-18 13:03:34+00:00,0,"views, vgo_finance",2,4,https://github.com/vinted/dataverse-vintedgo-looker/pull/443,224,2024-06,2024,6,Q2 2024,True,False,False
1898,fix: reinstate freshness test,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-14 08:56:47+00:00,2024-07-12 08:55:58+00:00,2024-07-12 08:54:21+00:00,3,"vgo_finance, DAGs, do not merge",3,27,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1898,4646,2024-06,2024,6,Q2 2024,True,False,False
1900,Materialise as table,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-14 09:36:51+00:00,2024-06-14 10:33:23+00:00,2024-06-14 10:31:38+00:00,5,"vgo_general, vgo_finance",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1900,4025,2024-06,2024,6,Q2 2024,True,False,False
1913,fix: schema mismatch `mart_prep_vcarrier_locker_occupancy_history`,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-18 08:04:25+00:00,2024-06-18 13:24:47+00:00,2024-06-18 13:23:12+00:00,3,vgo_carrier,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1913,5181,2024-06,2024,6,Q2 2024,True,False,False
463,feat: add illegitimate cost measures to cost and revenue table,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-06-18 13:04:31+00:00,2024-06-19 09:47:19+00:00,2024-06-19 09:47:18+00:00,0,"views, vgo_finance",2,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/463,1157,2024-06,2024,6,Q2 2024,True,False,False
1920,fix: relabelling_invoice_carrier_code for depo,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-18 15:30:48+00:00,2024-06-19 08:32:42+00:00,2024-06-19 08:30:53+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1920,4610,2024-06,2024,6,Q2 2024,True,False,False
1924,fix: missing field sorting center city in dashboards,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,closed,jeremychia,2024-06-19 08:40:57+00:00,2024-07-10 13:38:18+00:00,2024-06-19 08:50:40+00:00,3,vgo_carrier,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1924,4717,2024-06,2024,6,Q2 2024,False,True,False
470,fix: remove `sorting_center_city` from dashboards,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-06-19 08:53:50+00:00,2024-06-19 08:55:12+00:00,2024-06-19 08:55:12+00:00,0,vgo_carrier,1,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/470,337,2024-06,2024,6,Q2 2024,True,False,False
1926,feat: update poetry lock with dataverse-lookml-generator,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-19 09:17:51+00:00,2024-06-19 10:05:41+00:00,2024-06-19 10:04:00+00:00,3,vgo_general,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1926,4206,2024-06,2024,6,Q2 2024,True,False,False
1928,chore: safe_casting to avoid database errors,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-19 10:05:27+00:00,2024-06-19 11:48:50+00:00,2024-06-19 11:47:14+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1928,5091,2024-06,2024,6,Q2 2024,True,False,False
13,fix: accommodate balance statement file formats,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2024-06-19 14:49:17+00:00,2024-06-19 15:41:40+00:00,2024-06-19 15:22:02+00:00,3,,0,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/13,2621,2024-06,2024,6,Q2 2024,True,False,False
94,chore: checkout api - parsing more date formats,dataverse-finance,vinted/dataverse-finance,merged,jeremychia,2024-06-19 14:58:40+00:00,2024-06-20 10:12:22+00:00,2024-06-20 10:10:49+00:00,1,,0,0,https://github.com/vinted/dataverse-finance/pull/94,622,2024-06,2024,6,Q2 2024,True,False,False
14,chore: add back black,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2024-06-19 15:26:21+00:00,2024-06-20 06:20:20+00:00,2024-06-20 06:18:34+00:00,2,,0,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/14,334,2024-06,2024,6,Q2 2024,True,False,False
3,feat: add wise as a source,personal-finances-dbt,jeremychia/personal-finances-dbt,merged,jeremychia,2024-06-19 20:32:19+00:00,2024-06-19 20:33:36+00:00,2024-06-19 20:33:09+00:00,0,,0,0,https://github.com/jeremychia/personal-finances-dbt/pull/3,359,2024-06,2024,6,Q2 2024,True,False,False
492,chore: remove zero values from the uncategorised rows,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-06-20 11:21:01+00:00,2024-06-24 12:01:56+00:00,2024-06-24 12:01:55+00:00,0,vgo_finance,1,4,https://github.com/vinted/dataverse-vintedgo-looker/pull/492,263,2024-06,2024,6,Q2 2024,True,False,False
1947,fix: account code 0000Y50555 for UPS-PT,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-20 13:45:45+00:00,2024-06-21 09:20:39+00:00,2024-06-21 09:19:05+00:00,4,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1947,4948,2024-06,2024,6,Q2 2024,True,False,False
1948,chore: revise dv-checkpoint keywords,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-20 13:50:51+00:00,2024-06-20 14:03:43+00:00,2024-06-20 14:03:42+00:00,0,,0,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1948,4187,2024-06,2024,6,Q2 2024,True,False,False
60,fix: remove custom references in lookml generator,dataverse-lookml-generator,vinted/dataverse-lookml-generator,merged,jeremychia,2024-06-21 09:47:21+00:00,2024-06-25 10:45:57+00:00,2024-06-25 10:45:57+00:00,3,,0,4,https://github.com/vinted/dataverse-lookml-generator/pull/60,618,2024-06,2024,6,Q2 2024,True,False,False
1954,feat: discern returns from offertvariante_8 for DPD-AT,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-21 10:08:14+00:00,2024-06-21 10:53:55+00:00,2024-06-21 10:52:16+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1954,5011,2024-06,2024,6,Q2 2024,True,False,False
15,fix: clean column names,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2024-06-24 10:03:01+00:00,2024-06-25 07:54:40+00:00,2024-06-24 10:35:12+00:00,3,,0,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/15,1502,2024-06,2024,6,Q2 2024,True,False,False
1962,feat: migrate vship checkout balance statement report new data,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-24 10:23:07+00:00,2024-06-25 08:23:31+00:00,2024-06-25 08:22:07+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1962,4363,2024-06,2024,6,Q2 2024,True,False,False
1963,feat: migrate vship checkout financial actions report new data,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-24 11:19:01+00:00,2024-06-25 08:09:45+00:00,2024-06-25 08:08:14+00:00,3,"vgo_finance, docs",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1963,4110,2024-06,2024,6,Q2 2024,True,False,False
1968,chore: cast to dates for d2c payment models,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-25 09:03:41+00:00,2024-06-25 09:32:38+00:00,2024-06-25 09:30:59+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1968,4129,2024-06,2024,6,Q2 2024,True,False,False
1969,feat: expose d2c payment marts to looker,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-25 09:08:12+00:00,2024-06-25 10:20:22+00:00,2024-06-25 10:18:38+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1969,4164,2024-06,2024,6,Q2 2024,True,False,False
1970,chore: add dbt source relation to mart_checkout_balance_statement_reports,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-25 10:46:47+00:00,2024-06-25 14:30:28+00:00,2024-06-25 14:28:46+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1970,4819,2024-06,2024,6,Q2 2024,True,False,False
2924,create temporary looker views for `MarketplaceShippingInvoicedLabelsBq` and `ShippingRevenueVsCostsBase` for analysis,lookml,vinted/lookml,merged,jeremychia,2024-06-25 16:04:02+00:00,2024-06-26 06:21:32+00:00,2024-06-26 06:21:31+00:00,0,,0,0,https://github.com/vinted/lookml/pull/2924,306,2024-06,2024,6,Q2 2024,True,False,False
1973,fix: dao-dk new categories,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-06-26 08:36:40+00:00,2024-06-26 09:18:56+00:00,2024-06-26 09:17:33+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/1973,4910,2024-06,2024,6,Q2 2024,True,False,False
516,feat: add totals to dashboards,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-06-26 12:38:09+00:00,2024-06-26 13:17:30+00:00,2024-06-26 13:17:28+00:00,0,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/516,116,2024-06,2024,6,Q2 2024,True,False,False
162,chore: change slack alert for `easypost_api_file_retrieval_daily_dag`,dataverse-airflow-dag-common,vinted/dataverse-airflow-dag-common,merged,jeremychia,2024-07-03 11:38:55+00:00,2024-07-04 14:16:59+00:00,2024-07-04 14:16:58+00:00,1,,0,1,https://github.com/vinted/dataverse-airflow-dag-common/pull/162,272,2024-07,2024,7,Q3 2024,True,False,False
163,chore: change name of dag to have `vgo_finance` as prefix,dataverse-airflow-dag-common,vinted/dataverse-airflow-dag-common,closed,jeremychia,2024-07-03 11:46:27+00:00,2024-07-04 14:04:24+00:00,2024-07-04 12:59:35+00:00,1,,0,1,https://github.com/vinted/dataverse-airflow-dag-common/pull/163,179,2024-07,2024,7,Q3 2024,False,True,False
533,chore: hardcode table calculations in lookml,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-07-03 12:53:45+00:00,2024-07-04 07:55:45+00:00,2024-07-04 07:55:43+00:00,0,"views, vgo_finance",2,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/533,1116,2024-07,2024,7,Q3 2024,True,False,False
2004,"feat: d2c payments - take backfill up to 2024-06-30, and dataverse information from 2024-07-31",dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-07-04 12:29:29+00:00,2024-07-04 13:12:43+00:00,2024-07-04 13:10:55+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2004,4115,2024-07,2024,7,Q3 2024,True,False,False
540,feat: add measures to checkout_balance_statement_reports,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-07-04 13:38:33+00:00,2024-07-04 14:14:14+00:00,2024-07-04 14:14:12+00:00,0,"views, vgo_finance",2,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/540,1096,2024-07,2024,7,Q3 2024,True,False,False
541,feat: measures for checkout_financial_actions_reports,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-07-04 13:39:00+00:00,2024-07-04 14:11:34+00:00,2024-07-04 14:11:21+00:00,4,"views, vgo_finance",2,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/541,1096,2024-07,2024,7,Q3 2024,True,False,False
14914,chore: deprecate d2c payment jobs on prem,warehouse-jobs,vinted/warehouse-jobs,merged,jeremychia,2024-07-04 15:09:38+00:00,2024-07-19 07:50:00+00:00,2024-07-19 07:49:59+00:00,0,do not merge,1,14,https://github.com/vinted/warehouse-jobs/pull/14914,778,2024-07,2024,7,Q3 2024,True,False,False
2944,chore: deprecate vship checkout balance+financial actions,lookml,vinted/lookml,merged,jeremychia,2024-07-04 15:16:02+00:00,2024-07-19 06:54:22+00:00,2024-07-19 06:54:21+00:00,0,do not merge,1,14,https://github.com/vinted/lookml/pull/2944,849,2024-07,2024,7,Q3 2024,True,False,False
2012,feat: SPS - include another category as part of base cost,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-07-05 09:57:32+00:00,2024-07-05 11:50:10+00:00,2024-07-05 11:48:42+00:00,5,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2012,4389,2024-07,2024,7,Q3 2024,True,False,False
2015,chore: define fields to hide for checkout marts,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-07-05 12:10:11+00:00,2024-07-05 13:03:07+00:00,2024-07-05 13:01:36+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2015,4337,2024-07,2024,7,Q3 2024,True,False,False
62,fix: remove generic measures,dataverse-lookml-generator,vinted/dataverse-lookml-generator,merged,jeremychia,2024-07-05 13:19:08+00:00,2024-07-05 14:20:11+00:00,2024-07-05 13:25:22+00:00,1,,0,0,https://github.com/vinted/dataverse-lookml-generator/pull/62,326,2024-07,2024,7,Q3 2024,True,False,False
2018,fix: poetry lock update for lookml generator issue,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-07-05 13:29:13+00:00,2024-07-05 13:54:02+00:00,2024-07-05 13:52:35+00:00,3,vgo_general,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2018,4462,2024-07,2024,7,Q3 2024,True,False,False
2020,fix: change command to test so downstream jobs will run (vgo_finance testing),dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-07-08 07:19:36+00:00,2024-07-08 07:49:15+00:00,2024-07-08 07:47:35+00:00,3,"vgo_finance, DAGs",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2020,4901,2024-07,2024,7,Q3 2024,True,False,False
2023,"feat: add columns Offertvariante_2,3,4 (for DPD-AT)",dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,closed,jeremychia,2024-07-08 11:31:41+00:00,2024-07-10 13:33:40+00:00,2024-07-10 13:33:37+00:00,0,,0,2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2023,4435,2024-07,2024,7,Q3 2024,False,True,False
2024,feat: reduce CI runtime - use `tablesample system` and `rand` to reduce sample size at source for `vgo_finance`,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-07-08 11:31:53+00:00,2024-07-09 08:58:39+00:00,2024-07-09 08:15:25+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2024,7359,2024-07,2024,7,Q3 2024,True,False,False
2031,chore: remove casting for `transaction_id` in `stg_external_tables__carrier_compensation_splits`,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-07-09 06:00:54+00:00,2024-07-09 06:52:02+00:00,2024-07-09 06:50:26+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2031,4571,2024-07,2024,7,Q3 2024,True,False,False
2035,refactor: use a macro instead of redefinition for `reduce_sample_for_ci_testing_only`,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-07-09 08:54:42+00:00,2024-07-09 09:23:48+00:00,2024-07-09 09:21:54+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2035,4386,2024-07,2024,7,Q3 2024,True,False,False
164,feat: define columns to be downloaded for USPS carrier uploads,dataverse-airflow-dag-common,vinted/dataverse-airflow-dag-common,merged,jeremychia,2024-07-09 12:12:15+00:00,2024-07-10 08:51:25+00:00,2024-07-10 08:51:23+00:00,2,,0,0,https://github.com/vinted/dataverse-airflow-dag-common/pull/164,2906,2024-07,2024,7,Q3 2024,True,False,False
2049,chore: fix inpost IT's invoice_ids,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-07-10 08:52:36+00:00,2024-07-10 11:48:22+00:00,2024-07-10 11:46:31+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2049,4479,2024-07,2024,7,Q3 2024,True,False,False
166,fix: slack tags for easypost_api_file_retrieval_daily_dag.py,dataverse-airflow-dag-common,vinted/dataverse-airflow-dag-common,merged,jeremychia,2024-07-10 11:44:44+00:00,2024-07-10 12:02:54+00:00,2024-07-10 12:02:52+00:00,1,,0,0,https://github.com/vinted/dataverse-airflow-dag-common/pull/166,491,2024-07,2024,7,Q3 2024,True,False,False
167,fix: add module path,dataverse-airflow-dag-common,vinted/dataverse-airflow-dag-common,merged,jeremychia,2024-07-10 12:16:52+00:00,2024-07-11 07:38:14+00:00,2024-07-11 07:38:12+00:00,1,,0,0,https://github.com/vinted/dataverse-airflow-dag-common/pull/167,82,2024-07,2024,7,Q3 2024,True,False,False
2055,feat: itemise invoice cost descriptions in DPD-AT,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-07-10 13:39:33+00:00,2024-07-11 15:55:47+00:00,2024-07-11 15:54:04+00:00,3,"vgo_finance, docs",2,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2055,5235,2024-07,2024,7,Q3 2024,True,False,False
2060,fix: remove total rows in postnord-se,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-07-11 06:25:04+00:00,2024-07-11 07:09:02+00:00,2024-07-11 06:46:12+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2060,5212,2024-07,2024,7,Q3 2024,True,False,False
82,"Revert ""fix: add parameters quotechar and doublequote""",dataverse-cloud-functions,vinted/dataverse-cloud-functions,closed,jeremychia,2024-07-11 09:54:06+00:00,2024-07-11 14:41:52+00:00,2024-07-11 14:41:52+00:00,1,,0,0,https://github.com/vinted/dataverse-cloud-functions/pull/82,78,2024-07,2024,7,Q3 2024,False,True,False
2065,feat: preferential join for account_code with IT for inpost IT invoices,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2024-07-11 11:58:29+00:00,2024-07-11 13:56:26+00:00,2024-07-11 13:54:50+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/2065,4949,2024-07,2024,7,Q3 2024,True,False,False
931,"feat: raise quota to ""M"" for vgo_finance bigquery",terraform-dataverse,vinted/terraform-dataverse,merged,jeremychia,2024-07-12 06:15:28+00:00,2024-07-12 07:21:55+00:00,2024-07-12 07:21:54+00:00,1,,0,0,https://github.com/vinted/terraform-dataverse/pull/931,269,2024-07,2024,7,Q3 2024,True,False,False
574,feat: filter USPS out of Carrier Invoices - Processed Invoices Data Quality,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2024-07-12 09:08:18+00:00,2024-07-12 09:54:58+00:00,2024-07-12 09:54:56+00:00,1,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/574,294,2024-07,2024,7,Q3 2024,True,False,False
